date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:51:40	56255/56255	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Feb%202024%2004:59:13%20GMT	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index-affiliate.html	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index-affiliate.html	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index.html)
11:51:41	8344/8344	---M--	200	added ('OK')	image/jpeg	etag:%222098-6594f0e3-1e3c35cb776f11d;;;%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/images/user/avatar-2.jpg	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/images/user/avatar-2.jpg	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index.html)
11:51:41	9990/9990	---M--	200	added ('OK')	image/jpeg	etag:%222706-6594f0e3-d030705240dfa813;;;%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/images/user/avatar-1.jpg	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/images/user/avatar-1.jpg	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index.html)
11:51:41	9707/9707	---M--	200	added ('OK')	image/jpeg	etag:%2225eb-6594f0e3-b467718d3e87c47c;;;%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/images/user/avatar-3.jpg	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/images/user/avatar-3.jpg	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index.html)
11:51:41	1685/1685	---M--	200	added ('OK')	image/jpeg	etag:%22695-6594f0e3-7eb0b3293a357b81;;;%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/images/widget/p1.jpg	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/images/widget/p1.jpg	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index.html)
11:51:42	1921/1921	---M--	200	added ('OK')	image/jpeg	etag:%22781-6594f0e3-24b406266be694e3;;;%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/images/widget/p2.jpg	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/images/widget/p2.jpg	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index.html)
11:51:42	1686/1686	---M--	200	added ('OK')	image/jpeg	etag:%22696-6594f0e3-43a0837c5bbe5053;;;%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/images/widget/p3.jpg	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/images/widget/p3.jpg	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index.html)
11:51:42	1669/1669	---M--	200	added ('OK')	image/jpeg	etag:%22685-6594f0e3-48e468b2147661a;;;%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/images/widget/p4.jpg	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/images/widget/p4.jpg	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index.html)
11:51:42	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265cbb0fd-4d7%22	https://codedthemes.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/user/Documents/admin-termplate2/codedthemes.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index.html)
11:51:42	513783/513783	---M-Z	200	added ('OK')	application/x-javascript	etag:%227d6f7-6594f0e3-ac82043ffbf3b899;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/js/plugins/apexcharts.min.js	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/js/plugins/apexcharts.min.js	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index.html)
11:51:43	32835/32835	---M-Z	200	added ('OK')	application/x-javascript	etag:%228043-6594f0e3-7a28bd3073795802;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/js/plugins/jsvectormap.min.js	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/js/plugins/jsvectormap.min.js	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index.html)
11:51:43	102232/102232	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2218f59-6594f0e3-a51468c8b267513;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/js/plugins/world.js	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/js/plugins/world.js	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index.html)
11:51:43	103489/103489	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2219442-6594f0e3-ce91fa6fdaf52b9b;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/js/plugins/world-merc.js	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/js/plugins/world-merc.js	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index.html)
11:51:43	1131/1131	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%227e3-6594f0e3-ad92f2951ddafaef;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/js/pages/dashboard-sales.js	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/js/pages/dashboard-sales.js	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index.html)
11:51:44	20122/20122	---M-Z	200	added ('OK')	application/x-javascript	etag:%224e9a-6594f0e3-59509bf44845caf8;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/js/plugins/popper.min.js	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/js/plugins/popper.min.js	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index.html)
11:51:44	27057/27057	---M-Z	200	added ('OK')	application/x-javascript	etag:%2269b1-6594f0e3-c33a42c6ed8c7df3;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/js/plugins/simplebar.min.js	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/js/plugins/simplebar.min.js	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index.html)
11:51:44	60348/60348	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ebbc-6594f0e3-1bf9f302813213e9;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/js/plugins/bootstrap.min.js	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/js/plugins/bootstrap.min.js	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index.html)
11:51:44	83753/83753	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%221480b-6594f0e3-790b3c021cc53e18;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/js/fonts/custom-font.js	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/js/fonts/custom-font.js	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index.html)
11:51:44	18936/18936	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225c20-6594f0e3-2cbc6140f8b5e9a1;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/js/pcoded.js	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/js/pcoded.js	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index.html)
11:51:45	75963/75963	---M-Z	200	added ('OK')	application/x-javascript	etag:%22128bb-6594f0e3-9610caf67bf42ee;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/js/plugins/feather.min.js	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/js/plugins/feather.min.js	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index.html)
11:51:45	12332/12332	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265cbb0fd-302c%22	https://codedthemes.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	C:/Users/user/Documents/admin-termplate2/codedthemes.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index.html)
11:51:46	602660/602660	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2293224-6594f0e0-c5398e5747670b6f;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/tabler/tabler-icons.eot	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/tabler/tabler-icons.eot	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/tabler-icons.min.css)
11:51:46	602660/602660	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2293224-6594f0e0-c5398e5747670b6f;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/tabler/tabler-icons.eot?	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/tabler/tabler-iconsd41d.eot	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/tabler-icons.min.css)
11:51:46	235232/235232	---M--	200	added ('OK')	font/woff2	etag:%22396e0-6594f0e0-b676df47ea4e164e;;;%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/tabler/tabler-icons.woff2	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/tabler/tabler-icons.woff2	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/tabler-icons.min.css)
11:51:46	316848/316848	---MCZ	200	added ('OK')	application/font-woff	etag:W/%224d5b0-6594f0e0-6d3e54c2ca563e1;;;%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/tabler/tabler-icons.woff	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/tabler/tabler-icons.woff	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/tabler-icons.min.css)
11:51:47	602476/602476	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%229316c-6594f0e0-5aac3da47e395493;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/tabler/tabler-icons.ttf	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/tabler/tabler-icons.ttf	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/tabler-icons.min.css)
11:51:47	2408776/2408776	---MCZ	200	added ('OK')	image/svg+xml	etag:%2224c148-6594f0e0-a9ad8ab9cd19fe38;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/tabler/tabler-icons.svg	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/tabler/tabler-icons.svg	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/tabler-icons.min.css)
11:51:47	62084/62084	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22f284-6594f0e0-7c5b4d6066905e7e;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/feather/feather.eot?t=1525787366991	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/feather/feathere8ab.eot	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/feather.css)
11:51:47	29500/29500	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22733c-6594f0e0-1571017cce32f221;;;%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/feather/feather.woff?t=1525787366991	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/feather/feathere8ab.woff	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/feather.css)
11:51:48	61920/61920	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22f1e0-6594f0e0-8be2aaad75e5533a;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/feather/feather.ttf?t=1525787366991	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/feather/feathere8ab.ttf	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/feather.css)
11:51:48	213926/213926	---M-Z	200	added ('OK')	image/svg+xml	etag:%22343a6-6594f0e0-a4dcabe2b2e7b28c;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/feather/feather.svg?t=1525787366991	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/feather/feathere8ab.svg	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/feather.css)
11:51:49	34388/34388	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%228654-6594f0e0-3e7b55f83245cdf2;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-regular-400.eot	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-regular-400.eot	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome.css)
11:51:49	34388/34388	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%228654-6594f0e0-3e7b55f83245cdf2;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-regular-400.eot?	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-regular-400d41d.eot	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome.css)
11:51:49	13580/13580	---M--	200	added ('OK')	font/woff2	etag:%22350c-6594f0e0-8331fdf97e12cacf;;;%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-regular-400.woff2	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-regular-400.woff2	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome.css)
11:51:49	16804/16804	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2241a4-6594f0e0-c54e32c60a966f68;;;%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-regular-400.woff	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-regular-400.woff	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome.css)
11:51:49	34092/34092	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22852c-6594f0e0-d6e172ce81755a49;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-regular-400.ttf	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-regular-400.ttf	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome.css)
11:51:50	144451/144451	---M-Z	200	added ('OK')	image/svg+xml	etag:%2223443-6594f0e0-d50fbbe1b8e739c6;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-regular-400.svg	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-regular-400.svg	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome.css)
11:51:50	192116/192116	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%222ee74-6594f0e0-b5a9bdcbdb55b9e5;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-solid-900.eot	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-solid-900.eot	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome.css)
11:51:50	192116/192116	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%222ee74-6594f0e0-b5a9bdcbdb55b9e5;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-solid-900.eot?	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-solid-900d41d.eot	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome.css)
11:51:50	75440/75440	---M--	200	added ('OK')	font/woff2	etag:%22126b0-6594f0e0-bf534f077dbfc1b8;;;%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-solid-900.woff2	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-solid-900.woff2	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome.css)
11:51:51	98020/98020	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2217ee4-6594f0e0-fd1766d8a4778614;;;%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-solid-900.woff	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-solid-900.woff	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome.css)
11:51:51	191832/191832	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%222ed58-6594f0e0-44179f50816cbe71;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-solid-900.ttf	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-solid-900.ttf	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome.css)
11:51:51	839389/839389	---M-Z	200	added ('OK')	image/svg+xml	etag:%22ccedd-6594f0e0-3e4f44bf463285ae;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-solid-900.svg	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-solid-900.svg	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome.css)
11:51:52	129352/129352	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%221f948-6594f0e0-2335ced44471e5f6;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-brands-400.eot	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-brands-400.eot	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome.css)
11:51:52	129352/129352	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%221f948-6594f0e0-2335ced44471e5f6;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-brands-400.eot?	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-brands-400d41d.eot	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome.css)
11:51:52	74508/74508	---M--	200	added ('OK')	font/woff2	etag:%221230c-6594f0e0-5208d87dca4b58a9;;;%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-brands-400.woff2	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-brands-400.woff2	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome.css)
11:51:52	87352/87352	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2215538-6594f0e0-647092de305a421b;;;%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-brands-400.woff	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-brands-400.woff	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome.css)
11:51:52	129048/129048	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%221f818-6594f0e0-8c3aea13ba33fed3;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-brands-400.ttf	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-brands-400.ttf	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome.css)
11:51:53	689924/689924	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a8704-6594f0e0-b4cc0527ca426817;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-brands-400.svg	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome/fa-brands-400.svg	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/fontawesome.css)
